ID,Population,City,Longitude,Latitude,CIscore,CIscoreP,CES 3.0 Percentile Range,Ozone,PM2.5,Diesel PM,DrinkingWater,Pesticides,Tox Releases,Traffic,Cleanups,GroundwaterThreats,Haz Waste,Imp. Water Bodies,Solid Waste,PollutionScore,Asthma,Low Birth Weight,Cardiovascular,Education,Linguistic Isolation,Poverty,Unemployment,Housing Burden,PopCharScore,Children < 10 (%),Pop 11-64 years (%),Elderly > 65 (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other (%),CIdecile,CIvigintile,2019 Smoking Products,Used prescription drug for asthma,2019 Dom Tapestry Segment Name
06037127806,3447,Van Nuys,-118.4572359,34.1885731,44.92,83,80-85%,0.055,11.21,21.62,618.05,0,818.86,1780.21,0.2,16.3,0.1,0,2,51.23,44.66,5,7.57,32.9,30.8,65.2,14.4,39.4,68.63,12.9,80.5,6.6,60.8,23.5,5.8,0.3,7.9,1.8,9,17,278517,140,International Marketplace
06037127910,4769,Van Nuys,-118.4443624,34.1975649,47.43,86,85-90%,0.055,11.21,18.09,618.05,0,902.75,1497.58,2,0,0.2,0,0,45.01,98.74,5.61,13.75,33.7,19.7,61,11,28.5,82.48,14.7,77,8.3,67.1,20.2,5,0,5.3,2.4,9,18,330562,182,International Marketplace
06037127920,4100,Van Nuys,-118.4356225,34.1975655,51.47,90,90-95%,0.055,11.21,18.09,618.05,0,952.73,1420.15,1.65,5,0.54,4,1.25,53.59,76.58,5,11.23,27.5,28.4,42.6,10.5,36.2,75.19,14,77.4,8.6,54.6,33.8,2.8,0.1,6.2,2.6,10,19,428255,169,International Marketplace
06037128101,3738,Van Nuys,-118.4356174,34.1902993,36.49,71,70-75%,0.055,11.21,19.47,618.05,0,977.68,1387.54,1,0,0.02,4,0,44.96,49.54,4.83,9.79,24.1,13.9,40,9.9,29.3,63.54,14.2,78.2,7.6,47.5,42,3.2,0,4.9,2.4,8,15,423442,128,International Marketplace
06037128102,4795,Van Nuys,-118.4443506,34.1902959,43.31,81,80-85%,0.055,11.21,19.35,618.05,0,940.94,1511.6,1.2,0,0.02,0,0,42.02,69.43,5.93,11.97,40.4,24.2,55.2,11.1,28,80.7,14.7,80,5.3,68.1,18.2,5.8,0.2,6.1,1.6,9,17,350683,190,International Marketplace
06037128210,4822,Van Nuys,-118.4443453,34.1835838,49.18,88,85-90%,0.055,11.21,25.49,618.05,0,987.82,1317.56,1.1,4,0.1,0,0,46.85,57.53,4.72,14.06,58,31,72.7,17.5,41.7,82.17,16.9,79.2,3.9,79.1,11.1,4.4,0.2,3.8,1.4,9,18,304985,132,NeWest Residents
06037128220,3011,Van Nuys,-118.4355767,34.1835533,44.17,82,80-85%,0.055,11.21,25.49,618.05,0,1018.59,1347.97,0.2,3,0.1,0,0,45.57,57.53,6.23,14.06,18.2,13.6,47.2,11.4,30.4,75.88,12.5,79.3,8.2,44.5,44.9,4.1,0.1,4.5,1.8,9,17,481614,128,International Marketplace
06037128302,4688,Van Nuys,-118.4605367,34.1838638,67.55,99,95-100% (highest scores),0.055,11.21,25.49,618.05,0,817.45,1595.64,0.25,14,0.27,7,8.5,60.55,66.93,7.47,12.2,38.3,23,71.6,12.8,40.7,87.34,15,79.7,5.3,77.8,13,3.9,0.2,3.6,1.4,10,20,352521,163,International Marketplace
06037128303,3982,Van Nuys,-118.4523813,34.1830757,57.94,95,95-100% (highest scores),0.055,11.21,25.49,618.05,0,968.43,1313.59,1,6.8,0.06,0,4.25,51.15,65.74,6.08,12.01,50.1,37.7,81.2,21.6,38.5,88.68,17.7,78.9,3.4,85.4,7.3,2.7,0.3,3.4,1,10,20,211200,104,NeWest Residents
06037128400,4114,Van Nuys,-118.4588522,34.1765494,50.87,90,85-90%,0.055,11.21,25.52,618.05,0,1013.99,2326.35,1.4,15,0.64,7,8,63.84,63.48,5.34,11.66,11.9,5.4,27.3,12.8,19.3,62.38,13,77.2,9.8,36.2,50.5,4.1,0.3,6.1,2.9,9,18,634799,150,City Lights
06037128500,4015,Van Nuys,-118.4443439,34.1703043,26.03,52,50-55%,0.053,11.21,25.49,618.05,0,1024.38,857.89,0.5,8,0.15,6,0,50.11,46.53,4.18,11.5,4.9,1.1,26.6,4.2,18.9,40.66,8.7,75.6,15.7,17.1,65.7,6.2,0.2,7.7,3.1,6,11,711560,134,Trendsetters
06037128601,4288,Van Nuys,-118.4410821,34.1784585,47.46,86,85-90%,0.055,11.21,25.49,618.05,0,1016.49,986.67,1,5.5,0.1,6,0,50.38,56.62,6.11,13.8,22.6,8.7,51.1,10.2,29.5,73.75,12.9,79.4,7.7,48.6,40.4,4.5,0.2,3.6,2.8,9,18,515249,171,International Marketplace
06037128602,3189,Van Nuys,-118.4356063,34.1712144,23.36,46,45-50%,0.053,11.21,25.49,618.05,0,1045.21,803.82,0.1,0,0.06,6,0,44.78,51.78,2.55,12.75,5.7,5.4,18.9,7.3,14.1,40.83,10.2,76.5,13.3,17.6,70.1,3.6,0,5.4,3.3,5,10,614238,108,Urban Chic
06037128702,5639,Sherman Oaks,-118.439318,34.160869,24.92,50,45-50%,0.053,11.21,25.49,618.05,0,1054.63,2994.92,0,4,0.1,6,0,51.3,27.26,4.09,8.63,4.8,3.2,15.7,11.8,23.6,38.03,9.2,74.7,16.1,13.5,70.1,6,0.3,7,3.1,5,10,1334304,183,Trendsetters
06037128801,3307,Van Nuys,-118.4651573,34.1682378,31.13,61,60-65%,0.055,11.21,25.58,618.05,0,847.24,2880.76,1,1.3,0.15,7,0.5,53.9,34.43,5.58,7.42,8.5,9,24.7,7.3,19.4,45.21,8.5,81.8,9.7,14.8,60.5,9.7,0.1,10.2,4.7,7,13,864381,110,Trendsetters
06037128802,4325,Van Nuys,-118.4552597,34.1684788,27.07,54,50-55%,0.053,11.21,25.49,618.05,0,1000.36,1132.87,0.1,12.8,0.15,7,0.5,53.63,41.52,5.22,8.27,3.9,2.3,23.7,5.2,18.8,39.51,12.1,74.3,13.6,18.4,62.8,6.1,0.3,8.9,3.5,6,11,1026581,143,Trendsetters
06037128910,4083,Sherman Oaks,-118.4585185,34.1616765,36.01,70,70-75%,0.053,11.21,25.49,618.05,0,995.83,3525.27,0.4,6,0.1,7,0,52.99,34.51,6.28,11.41,6.5,5.8,18.8,7.3,24.8,53.19,11,78.4,10.6,14.2,65.3,7,0,8,5.4,8,15,916203,129,Trendsetters
06037131010,6409,Reseda,-118.5382539,34.214735,43.96,82,80-85%,0.06,10.37,12.43,618.05,0,480.63,1266.18,1.9,5,0.29,3,0,46.45,75.99,4.68,11.07,24.6,24,53.8,10.9,33.2,74.1,14.6,78.2,7.2,55.7,21.2,4.2,0.1,15.4,3.3,9,17,591363,243,International Marketplace
06037131020,5698,Reseda,-118.5395023,34.2001766,39.6,75,75-80%,0.06,10.37,12.43,618.05,0,494.29,1033.07,6.25,6,0,3,0.2,43.7,75.99,5.76,11.07,32.6,19.2,35.7,6.3,24,70.93,14.1,78.8,7.1,62.9,21.3,2.7,0.1,11.1,2,8,16,455493,196,Urban Villages
06037131100,3252,Van Nuys,-118.5056231,34.2146245,38.45,74,70-75%,0.06,10.37,31.67,618.05,0,582.21,1334.44,5.25,3.75,0.15,0,2.5,52.8,61.43,5.82,8.88,18.9,5.2,28.1,8.3,17.2,57.01,12.3,75.8,11.9,42.7,42.8,4,0.3,8.1,2.2,8,15,398354,123,Pleasantville
06037131200,3429,Northridge,-118.514231,34.2147262,19.6,37,35-40%,0.06,10.37,13.62,618.05,0,567.42,954.65,0,0,0.01,0,0,35.54,45.48,3.91,8.76,14,6.8,25.4,5.9,19,43.19,11.7,76.3,12,36.3,43.7,3.4,0.3,12.1,4.1,4,8,415664,116,Pleasantville
06037131300,4902,Reseda,-118.5229633,34.2146599,37.9,73,70-75%,0.06,10.37,12.43,618.05,0,533.81,970.35,2.25,1.3,0.28,0,0,41.33,63.65,8.16,9.4,30.9,13.2,46,6,28.3,71.79,12.2,77.8,10,62.4,20.9,2,0.2,12.6,1.9,8,15,328879,138,Urban Villages
06037131400,5897,Reseda,-118.5316957,34.2145917,36.7,71,70-75%,0.06,10.37,12.43,618.05,0,495.59,1270.27,2.5,5.3,0.52,3,0,47.55,75.99,4.38,11.07,17.4,12.2,42,4.4,23.9,60.42,12.9,77.2,9.9,46.9,28.4,6,0.2,15.9,2.6,8,15,583942,184,City Lights
06037131600,5494,Reseda,-118.551356,34.214718,32.71,64,60-65%,0.06,10.37,13.3,618.05,0,458.95,1267.29,1.7,0,0.04,3,0,41.2,69.19,4.21,10.17,24.9,8,32.2,11.4,25.3,62.16,12,78.8,9.2,54.5,28.9,2.5,0.2,11.9,2.1,7,13,447048,156,Urban Villages
06037131701,4541,Reseda,-118.5578906,34.2046643,43.97,82,80-85%,0.06,10.37,14.03,618.05,0,441.74,898.2,1.75,3,0.12,3,0,43.56,75.99,7.43,11.07,19,21.4,52.2,11.2,22.9,79.02,12.5,77.7,9.8,38.1,30.8,6.6,0.2,21.1,3.3,9,17,524562,158,City Lights
06037131702,3751,Reseda,-118.5476933,34.2035942,34.89,68,65-70%,0.06,10.37,12.43,618.05,0,459.92,934.85,0.85,0.3,0.01,3,0,38.3,75.99,6.1,11.07,29.8,11.4,39.5,7.3,24.3,71.31,12.4,78.3,9.3,53.1,27.2,5.3,0.1,12.8,1.5,7,14,252143,103,Urban Villages
06037131800,5341,Reseda,-118.527308,34.2047091,38.76,74,70-75%,0.06,10.37,12.43,618.05,0,534.93,824.55,3.1,6.5,0,3,0,41.23,72.11,5.37,10.5,34.2,22.1,40.9,8.8,33.1,73.6,14.1,76.7,9.2,56.7,23.7,2.6,0.3,14.6,2.1,8,15,479327,187,International Marketplace
06037131900,4210,Van Nuys,-118.5098593,34.2047193,28.68,57,55-60%,0.06,10.37,23.04,618.05,0,582.13,808.66,2.65,3.75,0.02,2,0,43.66,74.19,2.34,10.44,17.4,3.3,25.9,8.5,26.1,51.42,11.7,78.7,9.6,48.6,36.8,2.9,0.3,9.1,2.3,6,12,328455,123,Urban Villages
06037132001,3202,Van Nuys,-118.514195,34.1920691,37.19,72,70-75%,0.06,10.37,16.63,618.05,0,579.88,1384.65,1.4,0,0.05,8,0.2,46.13,65.74,7.88,9.28,13.8,5.4,31.5,6.1,25.8,63.11,13.3,74.5,12.2,33.3,52,3.4,0.2,7.7,3.3,8,15,436638,111,Pleasantville
06037132002,3299,Van Nuys,-118.507196,34.1948951,46.74,85,85-90%,0.06,10.37,27.34,618.05,4.838,592.66,1046.1,6,0,0.5,8,0,57.64,67.11,8.02,9.49,21.6,2.4,35.2,10.5,15.4,63.48,12,76.5,11.5,39.6,47.5,2.6,0.3,7.7,2.4,9,18,370925,107,Pleasantville
06037132101,4259,Van Nuys,-118.4956552,34.1902625,52.08,91,90-95%,0.057,10.37,29.62,618.05,171.32,625.88,1316.67,15,0,0.5,8,0,63.09,74.19,4.94,10.44,19.6,15.8,29.9,7.6,25.8,64.63,14.2,77.9,7.9,50.4,31.5,6.6,0.1,8.6,2.7,10,19,602954,150,City Lights
06037132102,5310,Van Nuys,-118.497369,34.2020955,55.26,93,90-95%,0.057,10.37,31.67,618.05,0,607.51,1031.55,23.7,6,0.36,8,1,59.74,74.19,5.57,10.44,19.7,18.2,36.1,11,29.2,72.4,12.7,76.6,10.7,46.6,35,4.6,0.2,10.8,2.8,10,19,681569,169,City Lights
06037132300,6494,Reseda,-118.5273253,34.1974433,38.19,73,70-75%,0.06,10.37,12.43,618.05,0,543.92,886.46,6,5,0,3,0.2,42.83,70.7,4.67,10.29,28.9,31.5,53,7.1,30.7,69.81,12.9,76.3,10.8,54.8,25.7,2.9,0.3,11.8,4.4,8,15,604876,228,International Marketplace
06037132501,3763,Reseda,-118.548597,34.1968245,34.18,67,65-70%,0.06,10.37,12.43,618.05,0,459.82,988.23,0.6,0.3,0.01,3,0,38.42,75.99,4.58,11.07,30,23,44.5,6.7,34.5,69.64,11.1,69.7,19.2,47.8,36.2,3,0.2,10.9,1.9,7,14,287147,126,City Lights
06037132502,3672,Reseda,-118.5469513,34.1911391,35.18,69,65-70%,0.06,10.37,15.95,618.05,0,483.69,1382.79,0.6,0.3,0,3,0,40.33,75.99,3.31,11.07,25.3,22,43.6,11.5,35,68.3,11,75.3,13.7,40,43.5,3.4,0.1,9.4,3.4,7,14,380664,124,Southwestern Families
06037132700,4912,Reseda,-118.5257626,34.1888959,43.24,80,80-85%,0.06,10.37,15.1,618.05,0,550.82,1268.89,3,1.5,0,8,2,47.73,63.92,6.06,9.35,34.8,21.8,62.8,5.3,24.3,70.92,14.2,76.7,9.1,60,29.1,2.6,0.1,6,2.1,9,17,394056,168,Las Casas
06037132900,3461,Reseda,-118.5281458,34.1831957,35.06,69,65-70%,0.06,10.37,19.66,618.05,0,551.57,1212.97,4.5,0,0,8,4.5,50.34,52.99,6.61,8.03,9.2,5,32,7.5,20.5,54.53,10.6,74.6,14.8,22.1,62,2.9,0.4,8,4.4,7,14,566931,122,City Lights
06037133000,4449,Reseda,-118.5571125,34.196082,46.56,85,80-85%,0.06,10.37,14.75,618.05,33.624,445.18,961.96,1.75,3,0.12,3,0,50.61,75.99,5.95,11.07,26.6,19.7,34.5,12.8,14.9,72.03,12.9,76.3,10.8,55.9,27.3,3.1,0.1,11.5,2,9,17,325602,121,Urban Villages
06037133100,5446,Reseda,-118.5442623,34.1852284,40.54,77,75-80%,0.06,10.37,19.66,618.05,0,501.23,1337.45,9.6,2.1,0,3,2.2,49.14,73.53,4.53,10.73,23.4,25.2,39.7,4.9,26.5,64.58,10.7,69,20.3,33.1,50.5,3.7,0.2,8.8,3.8,8,16,698224,189,City Lights
06037134101,4922,Winnetka,-118.5666433,34.2143034,34.88,68,65-70%,0.057,10.37,14.32,618.05,0,438.41,1162.38,1.75,3,0.04,2,0,41.56,53.58,5.5,9.39,31.3,19,44.1,9.4,19.1,65.7,13,75.6,11.4,41.1,26.4,3.6,0.1,25.9,2.9,7,14,376730,116,Pacific Heights
06037134104,4322,Winnetka,-118.5753847,34.2119534,37.83,73,70-75%,0.057,10.37,14.32,618.05,0,423.22,1104.7,1.75,3,0.02,2,0,41.15,63.65,8.13,11.42,18.9,22.7,32.1,5.9,25.4,71.96,13.2,79.4,7.4,42.9,19.8,6,0,28.4,2.9,8,15,549287,161,International Marketplace
06037134720,4594,Winnetka,-118.5688121,34.2046449,42.68,80,75-80%,0.057,10.37,14.32,618.05,0.014,425.39,856.34,7,9,0.22,2,0,47.61,57.95,6.22,10.27,27.1,17.4,31.7,9.3,25.7,70.17,12.8,78.8,8.4,45,27.8,6.3,0.1,17.5,3.4,8,16,455147,156,International Marketplace
06037134800,5949,Winnetka,-118.5715501,34.1955756,40.94,77,75-80%,0.057,10.37,14.64,618.05,14.235,421.78,880.95,7.9,6,0.26,2,0,52.48,54.87,4.84,9.71,22.8,10.1,32,8.9,28.9,61.06,11.5,77.4,11.1,46.7,33.5,3.7,0.3,12.9,2.9,8,16,546921,183,Urban Villages
06037134901,3069,Reseda,-118.5606591,34.1873507,32.9,65,60-65%,0.06,10.37,29.01,618.05,204.395,446.14,1255.25,4.5,1.8,0.06,3,0,55.37,49.2,4.31,7.63,11.1,8.1,29.5,6.5,25.7,46.52,11,73.8,15.2,25.3,58.6,4.3,0.2,7.6,4,7,13,357570,108,Pleasantville
06037137501,4124,Woodland Hills,-118.5767994,34.1649322,25.89,52,50-55%,0.057,10.37,30.48,618.05,0,463.27,2782.16,0,37.55,0.25,2,0,53.66,36.05,3.98,7.64,4.2,4.6,22.8,7.4,28.6,37.78,9.5,76.9,13.6,13,67.6,5.3,0.1,8.8,5.3,6,11,849772,165,Urban Chic
06037137504,1939,Woodland Hills,-118.5720594,34.1480383,4.85,3,1-5% (lowest scores),0.055,10.37,11.89,618.05,0,505.62,205.42,0,1.5,0.01,0,0,28.93,19.89,,4.43,4.2,2.4,7.2,8.7,9.5,13.13,9.3,68.6,22.1,4.3,83,3,0,4.8,4.8,1,1,533913,69,Top Tier
06037139001,4767,Encino,-118.511718,34.1754113,24.35,49,45-50%,0.057,10.37,22.77,618.05,0,606.43,3600.15,1,5,0.05,8,0.5,52.14,37.84,4.96,6.41,6,4,18.8,6,22.5,36.56,13,73.7,13.3,17.9,66.1,4.6,0.2,6.7,4.6,5,10,942985,170,City Lights
06037139200,5175,Encino,-118.5246447,34.1756962,22.07,43,40-45%,0.06,10.37,19.66,618.05,0,560.63,3522.8,0.9,5,0.05,8,3,53.9,33.75,3.43,5.62,3.8,6.9,22.1,12.3,17.5,32.06,11.9,75.2,12.9,17.6,65.6,4.6,0.1,7.5,4.7,5,9,797917,175,City Lights
06037139301,4462,Tarzana,-118.5581266,34.1781538,35.58,69,65-70%,0.057,10.37,26.37,618.05,93.48,472.13,3382.47,18,35,0.1,2,1,66.5,47.37,3.08,8.58,7.8,5.5,28.8,6.8,25,41.88,11,71.7,17.3,9.5,76.1,3.6,0.1,6.9,3.7,7,14,733492,149,Urban Chic
06037139302,4422,Tarzana,-118.5383656,34.1767231,38.81,74,70-75%,0.057,10.37,19.66,618.05,0,524.95,3274.78,9,0,0,2,2.4,49.01,53.51,5.67,9.31,5.7,15.8,48.6,8.1,26.3,61.98,10.4,79.1,10.5,27.1,49.4,9.2,0.3,9.5,4.5,8,15,589837,138,City Lights
06037139303,4186,Tarzana,-118.5333073,34.1762844,44.17,82,80-85%,0.06,10.37,19.66,618.05,0,542.64,3173.11,4.5,0,0,2,3.5,48.93,53.51,6.83,9.31,8.6,16,49.4,14.9,25.3,70.67,10.8,76.4,12.8,26.8,53.8,6.5,0.4,7.3,5.4,9,17,523152,120,Trendsetters
06037139401,2645,Tarzana,-118.537583,34.1696955,35.62,70,65-70%,0.057,10.37,19.66,618.05,0,534.09,3252.03,2.25,4.8,0.01,2,1,48.12,53.51,4.67,9.31,13.1,17.8,34.4,7.1,28.7,57.95,10.6,74.2,15.2,22,60,4.9,0.5,7.2,5.5,7,14,541882,111,Set to Impress
06037139402,2851,Tarzana,-118.5517782,34.1677649,29.17,58,55-60%,0.057,10.37,23.7,618.05,0,498.48,2792.67,0,35,0,2,0.2,48.66,43.02,6,7.63,4.8,5.9,18.6,9.2,19.2,46.92,12.5,69.8,17.7,5.2,84.6,1.3,0.2,4.2,4.5,6,12,512243,95,Top Tier
06037139502,3007,Encino,-118.5263111,34.1628402,19.29,37,35-40%,0.057,10.37,19.66,618.05,0,598.03,1862.86,0,0,0.05,2,1,44.73,36.28,3.42,6.14,7.8,20.6,16.3,4.4,21.6,33.77,12.1,69,18.9,8.6,77.3,1.5,0,5.3,7.3,4,8,458122,103,City Lights
06037139503,4657,Encino,-118.5245194,34.167785,27.33,54,50-55%,0.057,10.37,19.66,618.05,0,569.18,3707.67,0,0,0.1,2,1,46.75,31.15,3.96,5.21,9,16.8,40.3,14,32.1,45.77,7.2,71.2,21.6,11.5,73.4,3.7,0.1,5.6,5.6,6,11,1013001,211,Old and Newcomers
06037139504,3476,Encino,-118.5202503,34.1670182,36.83,71,70-75%,0.057,10.37,19.66,618.05,0,588.01,2963,0,5,0.1,8,1,51.89,44.62,4.07,7.34,6.4,17.8,46.3,16,36.6,55.55,7.9,69.1,23,9.9,76.3,3.6,0.1,4.3,5.8,8,15,492292,140,Golden Years
06037139600,4633,Encino,-118.5101001,34.1640599,17.97,33,30-35%,0.057,10.37,23.52,618.05,0,652.8,2763.35,0,5,0.1,8,0.2,51.47,34.7,2.52,5.98,1.3,7.8,24.1,6.4,20.3,27.34,8.7,68.9,22.4,8.5,77.6,3.7,0.2,6.5,3.6,4,7,1328871,196,In Style
06037139701,4920,Encino,-118.4954117,34.157429,18.83,35,35-40%,0.055,10.79,23.38,618.05,0,732.94,2801.55,0.4,0,0,8,0,46.18,26.09,5.87,6.48,7.3,5.1,7.4,4.8,14.9,31.92,12.2,66.4,21.4,6.5,83.2,1.8,0.1,5.9,2.6,4,8,1428428,179,Top Tier
06037139702,6250,Encino,-118.509738,34.136387,7.97,8,5-10%,0.053,10.79,10.39,624.44,0,723.57,590.76,0,3,0.25,7,0,41.62,17.01,4.35,4.25,2.4,3,12,5.1,11.6,14.99,12.2,64.5,23.3,4.4,85.8,1.3,0.1,4.5,4,1,2,1746262,197,Top Tier
06037139703,2943,Tarzana,-118.5320785,34.144579,6.39,5,5-10%,0.055,10.37,4.85,617.25,0,628.71,278.4,0,0,0,0,0,26.14,28.69,3.97,5.07,2.8,3.9,14.6,6.1,10.2,19.15,10.8,71.2,18,4.4,84.2,1.7,0,5.1,4.7,1,2,626321,97,Top Tier
06037139801,3539,Tarzana,-118.5455805,34.1527206,12.26,18,15-20%,0.057,10.37,9.16,618.05,0,558.58,434.98,0,0.3,0,0,0,29.44,53.51,4.48,9.31,4.6,2.5,5.1,2.9,9.1,32.61,10.4,65.6,24,3.6,87.6,1.3,0,4.2,3.4,2,4,892188,117,Top Tier
06037139802,3865,Tarzana,-118.5563556,34.142864,9.73,13,10-15%,0.055,10.37,6.09,615.96,0,563.25,329.95,0,3.3,0,0,0,28.19,32.56,4.67,5.99,7,6.2,7.8,4.9,12.4,27.01,10.7,67.7,21.6,4.6,83.4,2.2,0,6,3.8,2,3,997235,128,Top Tier
06037141101,4066,Sherman Oaks,-118.4243044,34.151167,22.9,45,40-45%,0.053,11.63,18.76,618.05,0,1114.44,3000.4,0,22,0,6,0,50.04,27.83,3.65,9.1,2.1,7.6,24.8,5.9,23.7,35.83,8.3,81.7,10,12.1,71.1,4.8,0.3,7.6,4.2,5,9,1024921,137,Trendsetters
06037141102,2869,Sherman Oaks,-118.4318823,34.1494929,21.64,42,40-45%,0.053,11.63,13.76,618.05,0,1098.37,2768.14,0,20.5,0,6,0,48.23,29.15,4.44,9.55,2.8,3.9,20.3,6.8,16.2,35.12,10.3,78.5,11.2,11.3,74.4,4.9,0.1,5.9,3.3,5,9,844720,87,Laptops and Lattes
06037141201,3707,Sherman Oaks,-118.4426826,34.1519021,24.62,49,45-50%,0.053,11.21,21.12,618.05,0,1063.92,3356.19,0,13,0,6,0,49.33,27.31,4.22,8.95,3.7,4.9,32.7,7.7,21.6,39.07,10.6,81,8.4,16,67.4,6.7,0.1,6.5,3.4,5,10,755534,119,Trendsetters
06037141202,2800,Sherman Oaks,-118.4423602,34.1471798,24.47,49,45-50%,0.053,11.21,9.74,618.05,0,1078.02,1241.4,0,13,0,6,0,43.75,28.26,4.55,9.26,4.6,4.6,19.9,11.3,26.3,43.78,10.9,76.7,12.4,9,77.9,3.8,0,5.2,4,5,10,820952,90,Trendsetters
06037141302,5504,Sherman Oaks,-118.46283,34.1536798,34.55,68,65-70%,0.053,11.21,18.94,618.05,0,980.5,4000.17,0,3,0,7,0,46.99,38.56,5.98,12.75,3.3,8.7,19.4,8.8,32.9,57.56,8.4,80.4,11.2,11.7,70.5,5.5,0.1,8.4,3.7,7,14,1504593,175,Trendsetters
06037141303,3089,Sherman Oaks,-118.4552476,34.1549353,28.1,56,55-60%,0.053,11.21,25.42,618.05,0,1033.54,3690.25,0,0,0,7,0,47.31,38.56,2.95,12.75,1.2,7.2,22.9,13.7,23.2,46.5,8.2,78.6,13.2,13.3,70,5.6,0.1,7.7,3.4,6,12,653132,103,Trendsetters
06037141304,2738,Sherman Oaks,-118.4526303,34.1509932,27.44,55,50-55%,0.053,11.21,15.32,618.05,0,1044.39,3015.7,0,3,0.01,6,0,45.74,27.08,6.19,8.94,1.5,7.1,25.6,8,23.7,46.97,10.2,74.2,15.6,8.6,76.7,4.1,0.1,6.5,3.9,6,11,705552,85,Trendsetters
06037141400,4412,Encino,-118.4760491,34.157489,19.22,36,35-40%,0.055,11.21,24.71,618.05,0,794.36,4208.16,4,0,0,7,0,49.88,22.39,4.09,6.3,2.3,8.9,25.2,5.7,23.7,30.16,11.1,68.8,20.1,9.3,78.4,3.4,0.1,5.8,3,4,8,1100380,137,Urban Chic
06037141500,2984,Encino,-118.4786421,34.1404819,9.92,13,10-15%,0.053,11.21,13.8,618.05,0,873.55,3029.94,0,0.75,0.5,7,0,49.03,18.93,4.46,5.71,1.8,0.9,6.5,7.8,5.4,15.83,10.9,65.5,23.6,5.4,84.5,1.4,0,5.5,3.3,2,3,970414,102,Top Tier
06037141600,4029,Sherman Oaks,-118.461044,34.138911,15.16,25,25-30%,0.053,11.21,10.39,618.05,0,1061.88,2922.33,0,0,0.25,6,0.5,47.8,16.89,5.56,5.77,1.9,1.3,9.1,10.8,10,24.82,12,69.7,18.3,5.4,83.9,2.2,0,5.7,2.7,3,6,1269313,131,Top Tier
06037141700,3091,Beverly Hills,-118.4376439,34.1379878,11.54,16,15-20%,0.051,11.63,9.73,618.05,0,1117.04,1134.29,0,2.8,0,6,0,40.59,17.4,5.64,5.73,2.2,2,5.1,8.1,6.3,22.26,12,71.2,16.8,5,83.2,2.3,0,5.8,3.6,2,4,1010999,102,Top Tier
06037143100,3984,North Hollywood,-118.3559057,34.1480353,21.98,43,40-45%,0.053,12.05,22.23,677.65,0,1531,2180,16.6,25,0.78,6,2.2,67.57,33.48,2.57,6.14,3.8,1,11,11.8,19,25.47,7.8,78.8,13.4,12.3,75,4.2,0.2,5.7,2.6,5,9,1271133,134,Trendsetters
06037143200,3743,North Hollywood,-118.3720618,34.1494399,39.86,76,75-80%,0.053,12.05,22.35,618.05,0,1409.91,2410.33,3.1,10,0.38,6,4,62.07,34.68,7.17,6.42,5,6.4,26,11.4,25.7,50.28,8.1,85,6.9,18.8,61,7.9,0.2,8.1,3.9,8,16,919223,122,Trendsetters
06037143300,5871,North Hollywood,-118.3866139,34.152183,20.49,40,35-40%,0.053,12.05,24.36,618.05,0,1308.88,3026.92,0.1,0,0.04,6,1,51.54,27.72,4.65,6.19,4,6.6,20.2,6.7,17.6,31.12,10.1,78.6,11.3,15.8,70.1,4.4,0.2,6.1,3.5,4,8,1562632,197,Trendsetters
06037143400,5881,Studio City,-118.4110998,34.1538507,15.81,27,25-30%,0.053,12.05,26.86,618.05,0,1188.33,3287.5,0,6,0.01,6,0,51.53,25,3.66,7.3,2.8,1.9,14.9,8.5,14.1,24.01,9.9,77,13.1,10.1,77.1,3.7,0.1,5.2,3.7,3,6,1729425,186,Trendsetters
06037143500,4708,Studio City,-118.40678,34.1476412,17.64,32,30-35%,0.051,12.05,8.99,618.05,0,1209.79,1352.5,0,6,0.05,6,0,45.31,23.72,3.44,7.19,5.8,1.9,15.6,12.2,21.4,30.48,10.7,77.4,11.9,8.1,79.1,3.5,0.2,6,3.1,4,7,1322873,154,Urban Chic
06037143602,4260,Studio City,-118.3855058,34.1450296,24.25,48,45-50%,0.051,12.05,9.79,618.05,0,1321.34,1520.34,0,0,0.1,6,0.5,46.09,22.18,7.32,6.28,5.2,0,17.4,13.4,23.9,41.19,8.7,74.4,16.9,8.2,77.3,4.1,0.3,7.1,3.1,5,10,1019087,146,Urban Chic
06037143603,2222,North Hollywood,-118.3727317,34.1442858,18.98,36,35-40%,0.053,12.05,20.95,618.05,0,1428.14,2145.96,14.25,16,0.75,6,3,65.67,24.13,4.03,4.88,2.7,0,21.2,9.5,17.6,22.62,6.5,86.2,7.3,12.5,71.7,4.9,0.3,7.1,3.6,4,8,612245,75,Trendsetters
06037143604,3205,Studio City,-118.3681384,34.1420581,27.72,55,55-60%,0.053,12.05,20.95,618.05,0,1459.34,2039.72,16.5,20,1,6,2.5,66.23,23.95,4.52,7.11,2.4,6.8,18.4,7.7,20.6,32.77,4.5,89.2,6.3,12.9,61.3,9.2,0.4,11.9,4.4,6,12,919618,164,Metro Renters
