ID,Population,City,Longitude,Latitude,CIscore,CIscoreP,CES 3.0 Percentile Range,Ozone,PM2.5,Diesel PM,DrinkingWater,Pesticides,Tox Releases,Traffic,Cleanups,GroundwaterThreats,Haz Waste,Imp. Water Bodies,Solid Waste,PollutionScore,Asthma,Low Birth Weight,Cardiovascular,Education,Linguistic Isolation,Poverty,Unemployment,Housing Burden,PopCharScore,Children < 10 (%),Pop 11-64 years (%),Elderly > 65 (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other (%),CIdecile,CIvigintile,2019 Smoking Products,Used prescription drug for asthma,2019 Dom Tapestry Segment Name
06037920110,5010,Valencia,-118.5457784,34.4462571,10.04,13,10-15%,0.065,9.54,28.35,504.92,0,60.68,626.81,0,0,0,0,0,32.39,21.11,0.91,8.68,3.5,3.9,11,8.4,15,24.26,15.9,80.5,3.6,12.1,66.7,2.6,0.1,15.3,3.3,2,3,935936,146,Professional Pride
06037920111,3246,Valencia,-118.538453,34.4524039,4.78,3,1-5% (lowest scores),0.065,9.54,9.95,505.27,0,53.23,578.55,0,0,0,0,0,26.71,17,1.43,6.83,3.4,1.9,6.3,8.5,4.9,14,12.1,80.3,7.6,19.7,65.2,2.4,0.2,8.8,3.7,1,1,468580,112,Pleasantville
06037920112,4287,Valencia,-118.5391687,34.4354255,21.42,42,40-45%,0.065,9.96,35.89,505,0,56.72,802.98,9,5,0.04,7,0,46.59,18.24,4.95,7.38,7.2,2.4,13.5,12.7,20.2,35.98,11.1,73.8,15.1,18.4,68.9,2.3,0.2,7.8,2.4,5,9,847025,138,Savvy Suburbanites
06037920114,6490,Valencia,-118.5621967,34.4314807,13.17,21,20-25%,0.065,9.96,37.44,662.19,0,72.55,824.76,0,3.75,0.58,7,0,48.72,18.38,4.01,7.06,1,0.4,15.5,8.2,14.7,21.16,17,79.2,3.8,16.8,55.5,3.9,0.3,19.6,4,3,5,1110148,197,Enterprising Professionals
06037920115,4149,Valencia,-118.5500603,34.4257895,23.94,48,45-50%,0.065,9.96,36.75,649.91,0,61.84,833.04,24,3,0.46,7,0,53.71,18.15,6.25,7.07,,4.8,11.8,7.5,14.5,34.9,13.4,79.5,7.1,15.3,63.5,2.9,0.2,15,3.1,5,10,935964,133,Enterprising Professionals
06037920312,5268,Newhall,-118.5258812,34.3629821,32.89,65,60-65%,0.065,10.37,9.72,593.64,0,90,1968.39,12,13.3,0,0,18,48.9,37.29,4.46,11.63,10.2,4.4,24.7,12,25.7,52.66,11.7,73.4,14.9,28.2,60.9,2.9,0.2,4.9,3,7,13,1062956,178,City Lights
06037920313,6010,Newhall,-118.5513173,34.3715599,24.39,49,45-50%,0.065,10.37,9.68,675.81,0,33.62,2045.98,6,0,0,0,0,38.01,37.29,5.94,11.63,10.6,2.5,26,6.9,16.8,50.23,12.7,76.6,10.7,35.5,54.9,1.5,0.3,5.4,2.3,5,10,745769,191,Urban Villages
06037920314,2909,Santa Clarita,-118.5248234,34.4030093,14.92,25,20-25%,0.068,10.37,11.96,701.66,0,41.22,969.23,36.85,3.75,0.21,7,0.5,51.74,24.71,3.32,8.96,5.4,2.2,11,5.6,8.9,22.57,12.6,80.1,7.3,21.4,65.5,2.5,0.4,7.8,2.5,3,5,639606,103,Savvy Suburbanites
06037920322,2895,Valencia,-118.5490974,34.3826426,12.15,18,15-20%,0.065,10.37,12.35,502.9,0,36.72,524.09,12,0,0,0,0,32.22,17.75,9.59,6.1,3.4,4,6.9,5.7,10.4,29.51,11,70.8,18.2,24.4,65,2.1,0.1,6.3,2.1,2,4,528856,91,Savvy Suburbanites
06037920328,1990,Valencia,-118.5720874,34.4168102,24.18,48,45-50%,0.065,10.37,36.34,502.9,0,65.86,1178.17,0.4,18,0.59,7,0,52.28,24.53,7.47,8.94,5,1.4,14.2,3.7,13.2,36.2,10.8,83,6.2,13.3,68.1,4,0.3,10.7,3.7,5,10,489507,63,Enterprising Professionals
06037920329,5460,Valencia,-118.5503607,34.4105552,16,28,25-30%,0.065,10.37,22.51,505.91,0,51.83,774.27,18.5,13.5,0.25,7,0,51.57,24.53,3.93,8.94,4.8,1.6,11.6,6.9,7,24.29,11.6,79.8,8.6,18,68.8,2,0.3,7.8,3,3,6,980761,192,Pleasantville
06037920330,5349,Valencia,-118.5606651,34.4044084,17.03,30,30-35%,0.065,10.37,18.35,502.9,0,49.59,1336.44,1,18,0.16,0,0,43.52,24.53,2.14,8.94,5.2,4.1,8.1,8.3,24.3,30.62,9.4,74.5,16.1,13.7,70.5,1.9,0.1,11.1,2.7,4,7,1145861,189,Enterprising Professionals
06037920331,4075,Valencia,-118.545361,34.3971022,13.69,22,20-25%,0.065,10.37,10.39,502.85,0,42.02,774.13,0.65,0,0.02,0,0,30.84,24.53,4.05,8.94,8,5.1,18,9.6,13.2,34.75,11.3,74.3,14.4,19,67.3,2,0,8.5,3.1,3,5,659424,142,Pleasantville
06037920332,2337,Newhall,-118.5139837,34.3831933,20.83,40,40-45%,0.065,10.37,15.57,597.41,0,33.65,1428.66,0,4,0.02,0,1,39.28,31,3.48,9.82,13.1,3.4,16.3,12.9,18.8,41.52,6.8,85.3,7.9,16.8,73,2.4,0.6,5.3,1.8,5,9,274243,87,City Lights
06037920334,6598,Valencia,-118.5639835,34.387708,15.68,27,25-30%,0.065,10.37,16.79,503.01,0,40.66,1407.62,1.2,0,0,0,0,34.94,23.31,3.01,8.43,9.8,9.3,22.7,8.8,17.6,35.13,11,72.8,16.2,16.2,70.7,2.2,0.3,7.7,2.9,3,6,1193186,221,Savvy Suburbanites
06037920336,7027,Newhall,-118.5358844,34.3855971,29.4,58,55-60%,0.065,10.37,9.07,669.97,0,36.32,712.37,12,2.5,0,0,1,38.6,24.67,4.78,7.9,41.8,22.2,54.4,12.3,28.7,59.64,19.2,76.4,4.4,74.3,20.2,1.1,0.2,3,1.2,6,12,544685,196,NeWest Residents
06037920337,7257,Newhall,-118.5128742,34.3736616,29.69,59,55-60%,0.065,10.37,9.59,585.96,0,32.53,1178.75,0,1.5,0,0,2,35.39,37.29,3.86,11.63,41.1,24,63,11.5,26.2,65.67,19.7,76.7,3.6,72,15.5,4,0.2,6.5,1.7,6,12,652256,230,International Marketplace
06037930200,546,Sylmar,-118.2894308,34.3387926,26.04,52,50-55%,0.055,8.7,1.01,694.08,0.002,563,545.84,43.15,24,0.1,0,9,47.36,41.49,,6.71,11.6,,29.5,9.7,,43.05,12.3,77.3,10.4,36.8,55.5,1.8,0.9,3.5,1.5,6,11,72100,19,City Lights
