ID,Population,City,Longitude,Latitude,CIscore,CIscoreP,CES 3.0 Percentile Range,Ozone,PM2.5,Diesel PM,DrinkingWater,Pesticides,Tox Releases,Traffic,Cleanups,GroundwaterThreats,Haz Waste,Imp. Water Bodies,Solid Waste,PollutionScore,PollutionScore,Asthma,Low Birth Weight,Cardiovascular,Education,Linguistic Isolation,Poverty,Unemployment,Housing Burden,PopCharScore,Children < 10 (%),Pop 11-64 years (%),Elderly > 65 (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other (%),CIdecile,CIvigintile,2019 Smoking Products,Used prescription drug for asthma,2019 Dom Tapestry Segment Name
06037800406,2644,Malibu,-118.8610455,34.0602402,6.71,6,5-10%,0.051,9.54,1.25,225.45,0.397,117.39,173.69,4,0,0,10,0,26.91,3.31,9.46,4.11,3.77,7.7,0,18.1,10.7,13,2.02,7.8,77.8,14.4,11.9,78.4,3.5,0.2,3.2,2.8,1,2,654419,92,Top Tier
06037800408,7122,Malibu,-118.8054481,34.0235975,9.4,12,10-15%,0.051,9.96,1.32,225.79,0.945,168.61,425.07,9,2,0,9,1,34.33,4.23,11.89,4.76,4.81,0.4,1.1,13.5,8.7,18.6,2.22,8.6,73.6,17.8,6.1,88,0.9,0.1,2.2,2.6,2,3,1991115,253,Top Tier
06037800410,3627,Malibu,-118.736699,34.0544607,12.43,19,15-20%,0.051,9.96,1.22,225.79,0.259,226.1,696.94,9,0,0.55,17,3,43.82,5.4,6.09,5.49,1.56,3.2,1.6,12.9,11.1,10.5,2.3,4.2,90.2,5.6,9.3,73.2,4.3,0.2,8.9,4.1,2,4,441062,140,Urban Chic
06037800504,2497,Malibu,-118.6668993,34.0576239,18.8,35,35-40%,0.051,10.37,1.25,225.79,0.037,432.32,956.4,10,8,0.6,22,8,50.76,6.25,11.36,7.84,4.58,4.9,1.6,15,7.1,15.5,3.01,8.2,73.5,18.3,6,86.5,1.3,0.3,3.6,2.2,4,8,729794,91,Urban Chic
06037800506,3074,Malibu,-118.6049503,34.0516505,4.8,3,1-5% (lowest scores),0.051,10.79,1.2,416.92,0.003,545.44,1458.4,1,2,0,9,0,37.01,4.56,6.3,2.63,2.61,4.3,2.7,12,5.7,13.1,1.05,9.2,69.6,21.2,5.1,84.4,1,0.1,5.8,3.7,1,1,983986,109,Top Tier
06037901209,1633,Lancaster,-118.5802758,34.7603754,16.89,30,30-35%,0.062,5.34,0.47,781.72,2.968,10.47,529.06,9,18,0,2,2.7,40.68,5.01,34.89,2.6,7.8,20.1,3.2,30.2,3.7,16.8,3.37,9.1,75.7,15.2,22.4,69.5,3.1,0.7,1.8,2.6,4,7,253327,88,The Great Outdoors
06037920102,5668,Castaic,-118.6002393,34.6330733,23.89,47,45-50%,0.062,7.02,1.75,942.89,0.158,9.26,669.43,1,6,0.12,9,1,41.64,5.13,23.33,4.12,9.37,10.2,9.4,37.6,10.1,19.5,4.66,14.3,78,7.7,30.2,53.6,3.4,0.4,9.2,3.2,5,10,820941,187,Pleasantville
06037920104,2798,Castaic,-118.7322957,34.5530069,9.78,13,10-15%,0.057,6.6,0.68,510.65,0,18.29,1277.64,0,0,0,2,3,28.62,3.52,26.61,1.96,10.77,8.6,1.7,16,7,6.7,2.78,11.9,81.5,6.6,20.3,68.5,2.6,0.3,5.6,2.8,2,3,432025,85,Savvy Suburbanites
06037920106,3110,Castaic,-118.6737987,34.4444857,33.92,67,65-70%,0.057,9.12,5.82,594.49,9.007,136.48,498.61,0,6,1.38,4,14,47.65,5.87,26.92,4.48,10.83,23.3,6.8,34.5,16.8,22.8,5.78,15.2,79.1,5.7,54.8,36.7,3.5,0.3,2,2.9,7,14,261419,76,Urban Villages
06037920107,3954,Valencia,-118.577517,34.4525395,9.41,12,10-15%,0.062,9.96,35.56,703.85,0,105.34,957.69,0,31.25,1.27,7,0.5,55.46,6.83,12.35,3.78,5.14,0.6,2.6,8.9,7.3,10.4,1.38,21,76.2,2.8,18.1,47.8,4.3,0.1,25.3,4.5,2,3,1010725,151,Boomburbs
06037920116,5181,Castaic,-118.6328469,34.4800849,14.88,25,20-25%,0.06,9.12,7.79,541.8,0,72.83,1110.95,0,2,0,0,2,31.99,3.94,27.27,5.18,11.06,4.6,2.6,6.7,7.2,12.9,3.78,12.6,81.1,6.3,22.3,61.6,2.7,0.4,9.6,3.5,3,5,816473,153,Soccer Moms
06037920118,6117,Castaic,-118.6225617,34.4592531,14.12,23,20-25%,0.06,9.54,12.41,651.77,0,726.39,936.96,0,0,0.28,0,0,38.48,4.74,23.43,3.23,9.44,8.2,2.3,12.2,11,8.3,2.98,16.8,78.4,4.8,23.1,55,3.7,0.1,14.9,3.2,3,5,852181,174,Boomburbs
06037920119,1896,Castaic,-118.6355485,34.4635721,10.65,15,10-15%,0.06,9.12,7.85,557.62,0,226.44,310.91,0,0.75,0.05,0,0,25.79,3.18,16.52,8.9,6.51,6.3,2.6,9.4,9.2,3.2,3.35,17.4,78.5,4.1,21.7,54.2,4.7,0.2,15,4.3,2,3,307379,56,Boomburbs
06037920200,6920,Castaic,-118.5983695,34.465384,,,,0.062,9.12,25.96,569.21,24.494,126.12,1324,0,2.5,0,0,1,44.58,5.49,27.27,,11.06,43.9,,,,,,0,99.8,0.2,59.4,9.9,29.5,0,0.4,0.8,,,0,0,Top Tier
06037920303,1446,Chatsworth,-118.6106718,34.3160081,10.79,15,10-15%,0.057,9.96,5,749.8,0,80.97,1736.26,6,10,0.01,13,4,49.9,6.15,27.74,2.97,5.73,2.1,2.4,18,3.5,15.2,1.76,11,82,7,16.9,55.5,3.9,0.5,18.9,4.3,2,3,344652,55,Urban Chic
06037920326,6840,Stevenson Ranch,-118.5979256,34.3510157,19.62,37,35-40%,0.062,9.96,3.01,655.48,2.176,32.18,2136.7,0,3,0,3,14,45.65,5.62,18.42,4.32,9.4,5.5,8.5,13,7.2,15.7,3.49,14.3,78,7.7,18.6,51.8,4,0.4,21.8,3.4,4,8,1285296,236,Enterprising Professionals
06037920338,5721,Stevenson Ranch,-118.5964298,34.3860838,8.07,9,5-10%,0.062,10.37,8.67,664.59,0,37.25,,0,0,0,0,0,29.26,3.6,17.05,2.91,8.56,4.4,2.5,9.2,8.6,10.3,2.24,16,78.1,5.9,14,59.4,2.5,0.3,20.7,3.2,1,2,1106512,163,Professional Pride
06037920339,7377,Valencia,-118.6121724,34.4153573,13.73,22,20-25%,0.062,9.96,11.06,664.27,0,63.97,1206.94,0,13.8,0.83,7,11,52.84,6.51,12.11,4.6,5.4,4,3.8,9.6,7.8,11.2,2.11,17,78.3,4.7,13.5,52.3,3.1,0.2,26.6,4.3,3,5,1428385,211,Boomburbs
06037930401,2471,Woodland Hills,-118.6298536,34.1674127,18.56,35,30-35%,0.055,10.37,18.93,618.05,0,382.15,1918.99,0,15,0.05,8,0,48.54,5.98,35.87,4.44,7.39,2.7,2.8,16.1,5.1,17.3,3.1,11.1,75.2,13.7,10.9,74.8,3.5,0.3,6.9,3.6,4,7,437805,88,Pleasantville
06037980023,8,Chatsworth,-118.6324389,34.2367861,,,,0.057,9.96,6.55,672.35,0,272.29,315.54,2.75,5.55,0.05,0,0,32.36,3.99,28.58,,4.68,,,,,,,0,87.5,12.5,25,50,0,0,0,25,,,0,0,Unclassified
06037293306,2189,Harbor City,-118.3043557,33.7817852,32.37,64,60-65%,0.042,11.21,24.33,422.25,0,8690.75,610.74,6,21.5,5.32,9,4.5,57.97,7.14,48.39,3.7,8.82,13.8,6.5,17.3,10.8,14.9,4.53,13.1,73.4,13.5,37.7,45,5,0.5,9.1,2.7,7,13,311101,71,Pleasantville
06037294302,4754,Wilmington,-118.2782902,33.7848764,45.88,84,80-85%,0.042,11.21,28.7,198.88,0,7509.28,1594.16,3.55,17.4,5.28,12,0.5,55.93,6.89,70.22,2.81,10.57,33.8,13,56.7,9.4,28.9,6.66,17.1,75.9,7,87.9,6,1.9,0.1,3.1,1,9,17,357271,163,Barrios Urbanos
06037294701,3019,Wilmington,-118.2549079,33.7780161,58.93,96,95-100% (highest scores),0.042,11.21,132.23,198.88,0,8270.03,654.45,54.8,52.1,5.3,17,19.5,65.38,8.05,70.22,3.75,10.57,51.2,20.4,64.9,9.5,29.9,7.32,17.8,75.5,6.7,87.1,4.2,6.1,0.4,1.5,0.8,10,20,151509,99,Las Casas
06037294810,3991,Wilmington,-118.2714945,33.7795265,54.7,93,90-95%,0.042,11.21,49.54,198.88,0,7865.17,802.19,9.2,12.15,1.53,8,2.5,56.46,6.95,70.22,4.35,10.57,61.9,25.9,78.5,11.2,28.8,7.87,21.1,74.9,4,93.2,1.6,2.2,0.1,2,0.9,10,19,198095,110,NeWest Residents
06037294820,3579,Wilmington,-118.2656258,33.7797819,54.38,93,90-95%,0.042,11.21,47.38,198.88,0,8010.09,700.69,20.15,20.25,0.54,0,3.5,53.09,6.54,70.22,4.98,10.57,53.7,33.1,74.9,13.1,30.2,8.32,21,75.3,3.7,94.3,2.4,2,0.5,0.6,0.1,10,19,130909,102,Las Casas
06037294830,3707,Wilmington,-118.267011,33.7729434,61.94,97,95-100% (highest scores),0.042,11.21,49.83,198.88,0,8378.15,435.19,50.3,18.85,2.31,8,6.5,58.53,7.21,70.22,5.89,10.57,54,23.1,69.2,12.2,34,8.59,19.4,74.2,6.4,90.1,3.1,3.9,0.4,1.3,1.3,10,20,203914,118,Las Casas
06037294900,3265,Wilmington,-118.2774453,33.7748702,62.08,97,95-100% (highest scores),0.042,11.21,49.83,198.88,0,8089.27,1215.43,10.9,15.3,5.41,15,0.7,58.55,7.21,70.22,5.28,10.57,57.8,23.8,72.5,18.6,32.7,8.61,20.3,74.5,5.2,88.6,3.6,4.6,0.2,2.5,0.6,10,20,162993,124,Las Casas
06037295103,4875,San Pedro,-118.2962139,33.762648,21.22,41,40-45%,0.042,11.21,37.81,423.68,0,10394.59,1069.13,12.5,3,5.25,8,5,60.58,7.46,37.24,4.33,4.94,4,5.3,11.5,7,16.7,2.84,10.4,69.4,20.2,21.7,61.3,3,0.2,10.4,3.4,5,9,1061995,199,Golden Years
06037296210,3019,San Pedro,-118.2839528,33.7476138,62.31,97,95-100% (highest scores),0.042,11.21,50.72,198.88,0,6724.98,743.12,11,32.55,1.44,8,1.2,56.61,6.97,84.98,7.41,9.68,43.3,15.4,64.3,18.4,34.1,8.94,18.6,74.7,6.7,83.2,6.3,7.1,0.3,1.4,1.7,10,20,225013,93,Fresh Ambitions
06037296220,4307,San Pedro,-118.2837798,33.7410279,54.4,93,90-95%,0.042,11.21,51.9,198.88,0,5925.16,468.99,16.5,23.4,2.54,12,0.2,53.87,6.64,84.98,5.32,9.68,37.5,21.2,73.1,23.8,20.1,8.2,15.4,74.1,10.5,65.2,13,11.4,0.2,8.1,2.1,10,19,597854,139,Fresh Ambitions
06037296300,4221,San Pedro,-118.3012745,33.7545886,26.61,53,50-55%,0.042,11.21,36.58,419.68,0,6183.43,982.18,4.15,3.5,0.2,8,4.5,54.46,6.71,31.06,5.74,4.06,13.6,7.9,19.9,8.9,15.4,3.97,10.8,76.4,12.8,35.1,41.2,6.3,0.2,13.3,3.8,6,11,720062,126,City Lights
06037296401,3191,San Pedro,-118.3150067,33.7411716,13.09,20,20-25%,0.042,11.21,7.85,228.45,0,4948.29,526.08,0,0,0.1,0,0,27.24,3.35,27.31,6.02,4.13,7.5,12.6,18.9,6.8,19.2,3.9,10.5,67.5,22,24.3,59.1,3.8,0.3,8.2,4.2,3,5,531810,113,Pleasantville
06037296402,3091,San Pedro,-118.3038543,33.7465608,20.89,40,40-45%,0.042,11.21,34.2,419.71,0,5506,667.5,0.65,4.5,0.14,8,1.2,47.65,5.87,40.39,3.69,5.14,13.9,5,23.5,11.2,14.3,3.56,11.4,73.7,14.9,52,38.2,2.9,0.4,3.4,3.1,5,9,447576,112,Pleasantville
06037296500,3910,San Pedro,-118.2927139,33.7480876,52.54,91,90-95%,0.042,11.21,50.42,198.88,0,6158.94,988.75,10.75,15.3,0.44,8,1.5,55.54,6.84,71.31,5.5,8.18,36.5,12.9,54.7,16.4,31,7.68,15.5,75.3,9.2,72.8,13.2,9.1,0.2,3.5,1.1,10,19,289918,136,International Marketplace
06037296600,5218,San Pedro,-118.2923625,33.7397829,53.7,92,90-95%,0.042,11.21,51.9,198.88,0,5497.86,1003.54,19.5,33.5,0.8,8,0.5,57.49,7.08,84.98,4.12,9.68,35.2,17.3,64.7,13.3,31.3,7.58,14.8,76.3,8.9,70.8,18,5.9,0.4,3.2,1.7,10,19,432619,186,International Marketplace
06037296901,4127,San Pedro,-118.2945655,33.7301628,44.19,82,80-85%,0.042,11.21,51.9,198.88,0,4976.16,881.31,11.2,5.8,0.15,8,0,48.8,6.01,84.98,5.25,9.68,30,12,41.3,11.6,23.9,7.35,14.8,77.7,7.5,60.4,24.4,6.4,0.3,5.1,3.4,9,17,442897,159,International Marketplace
06037296902,3851,San Pedro,-118.2956244,33.7344542,39.89,76,75-80%,0.042,11.21,51.9,198.88,0,5071.8,770.32,11.5,13.55,0.47,8,0,51.19,6.3,84.98,4.46,9.68,18.2,16.6,35.1,6.4,22.5,6.33,14.1,75.3,10.6,54,32.8,6.6,0.2,4.2,2.1,8,16,458737,133,City Lights
06037297000,5343,San Pedro,-118.3084871,33.7330618,16.47,29,25-30%,0.042,11.21,20.99,198.57,0,4787.85,427.11,9.9,1.5,0.06,0,0,33.29,4.1,55.76,4.36,6.69,10.1,3.9,16.9,8.2,15.6,4.02,11.7,73,15.3,28.7,60.9,2.8,0.3,3.9,3.4,3,6,1008172,182,City Lights
06037297110,4679,San Pedro,-118.284187,33.7346618,59.81,96,95-100% (highest scores),0.042,11.21,51.9,198.88,0,5380.05,678.7,22.15,30.55,1.46,12,0,55.6,6.85,84.98,7.74,9.68,31.8,21.2,56.1,16.8,27.6,8.73,13.7,78.3,8,64.5,20.4,8.2,0.4,4.1,2.3,10,20,450968,166,International Marketplace
06037297120,3315,San Pedro,-118.2850961,33.7280812,47.32,86,85-90%,0.042,11.21,51.9,198.88,0,5118.46,470.43,13.6,46.25,0.4,9,0,51.48,6.34,84.98,4.36,9.68,42.8,12,47.1,17.9,25.9,7.46,16.3,75.7,8,69.5,18.4,5.5,0.4,4.5,1.8,9,18,302260,122,Las Casas
06037297201,3475,San Pedro,-118.2914165,33.7249036,42.65,80,75-80%,0.042,11.21,51.9,198.88,0,4939,654.23,6.75,32.8,0.06,9,0,48.18,5.93,84.98,4.7,9.68,21.6,10.1,39.9,14.8,29.8,7.19,14.9,76.9,8.2,55.5,28.5,7.3,0.5,4.7,3.5,8,16,522398,138,International Marketplace
06037297202,3423,San Pedro,-118.2990073,33.7247349,33.27,65,65-70%,0.042,11.21,51.9,198.88,0,4751.51,633.99,8.45,30.3,0.01,0,0,41.57,5.12,84.98,5.45,9.68,11.5,4.8,30.3,13.4,18.3,6.5,13.6,73.2,13.2,37.6,50.3,3.7,0.3,4.2,3.9,7,14,525840,121,City Lights
06037297300,2374,San Pedro,-118.315013,33.7178352,15.24,26,25-30%,0.042,11.21,13.46,198.88,0,4273.31,468.78,31.95,3,0,3,0,35.01,4.31,51.19,3.24,6.2,8.4,3.4,23.2,6.5,21.1,3.53,17.9,66.1,16,21.7,64.4,4.5,0.1,5.4,3.9,3,6,350126,74,City Lights
06037297400,3603,San Pedro,-118.3228117,33.7208388,18.55,35,30-35%,0.042,11.21,7.84,425.65,0,4194.54,443.14,32.2,3,0,4,0,36.2,4.46,37.25,7.35,5.17,7.9,5.1,14.6,10.9,10.1,4.16,7.9,61.4,30.7,15.3,75.2,1.9,0.3,4.4,2.9,4,7,793338,136,Exurbanites
06037297500,5163,San Pedro,-118.3025064,33.7107078,24.58,49,45-50%,0.042,11.21,36.91,420.55,0,4404.11,425.49,37.9,120.3,0.01,7,0,49.95,6.15,72.68,4.74,8.33,6.7,1,14.4,2.7,15,3.99,11.4,73,15.6,28.4,59.5,3.6,0.2,4.6,3.7,5,10,1018048,188,City Lights
06037297601,2594,San Pedro,-118.2857001,33.7081194,32.13,63,60-65%,0.042,11.21,26.52,417.79,0,4588.15,277.22,16.35,68.5,0.1,13,0,50.19,6.18,84.98,4.29,9.68,4.2,2.8,24,9.7,19.4,5.2,15.8,76.3,7.9,26.9,50.1,11.1,0.5,5.8,5.4,7,13,393148,80,Trendsetters
06037297602,3503,San Pedro,-118.2903209,33.7159024,27.6,55,55-60%,0.042,11.21,51.22,198.88,0,4734.63,369.17,14.25,122.5,0.05,9,0,47.89,5.9,84.98,2.26,9.68,11.6,2.2,22.4,11.9,11.8,4.68,10.3,77.1,12.6,32.3,53.4,5.9,0.7,4.5,3.3,6,12,698566,136,City Lights
06037574500,6357,Long Beach,-118.1000457,33.7873397,16.42,29,25-30%,0.042,11.21,17.87,249.02,0.006,7724.94,1997.57,36,9,0.05,19,1,54.45,6.71,26.95,4.03,7.08,5,0,18.6,6.9,12.4,2.45,11.5,72.3,16.2,17,66.2,3.6,0.4,8.9,4,3,6,1044529,222,Pleasantville
06037574601,1863,Long Beach,-118.1148009,33.7837945,,,,0.042,11.21,18.33,220.01,0,7780.97,597.55,1.4,0,0,0,0,30.32,3.74,14.54,,3.81,,,,28.9,,,0.4,99.3,0.3,22.1,48.9,5.9,0.2,16,6.9,,,1512,77,Dorms to Diplomas
06037574602,1277,Long Beach,-118.1067858,33.7781493,7.87,8,5-10%,0.042,11.21,15.1,220.01,0,8084.43,841.55,38.4,0,0.05,15,2,47.45,5.84,19.2,,5.04,4.3,2.9,16.6,1.2,12.1,1.35,6.6,57.2,36.2,8,67,4.5,0.4,17.2,3,1,2,309296,50,Exurbanites
06037574700,117,Long Beach,-118.118648,33.7784358,,,,0.042,11.21,14.59,220.01,0,8000.43,800.47,5,3.75,0,0,0.7,35.46,4.37,12.59,,3.33,,,,,,,0,53,47,10.3,53.8,30.8,0,5.1,0,,,0,0,Unclassified
06037574800,3000,Long Beach,-118.1274859,33.7834929,17.28,31,30-35%,0.042,11.21,21.02,220.01,0,7763.48,762.94,4,9.75,0.01,9,0,42.71,5.26,28.86,6.11,6.14,1.7,1.2,16.2,7.5,16.1,3.28,7.5,75.8,16.7,12.2,67.7,3.8,0.2,12.1,3.9,4,7,926958,125,Emerald City
06037575102,4510,Long Beach,-118.1621912,33.7844124,50.56,89,85-90%,0.042,11.21,25.99,220.01,0,8108.78,1015.11,1.85,25.5,2.13,0,0,46.64,5.74,86.52,5.45,10.65,47.9,19.6,70.6,17.8,43.8,8.8,18.1,77.1,4.8,58.5,5.8,9.5,0.3,24,2,9,18,277165,125,Fresh Ambitions
06037575801,2446,Long Beach,-118.2014531,33.7796381,64.47,98,95-100% (highest scores),0.042,11.21,169.24,220.01,2.337,13488.98,633.62,0,54.8,0.41,21,1.5,58.68,7.23,112.42,6.05,11.02,53.4,11.5,84.3,14.1,34.4,8.92,19.9,77.1,3,79.3,9.5,6.9,0.5,2.5,1.3,10,20,137318,64,NeWest Residents
06037575802,5167,Long Beach,-118.197207,33.778962,62.21,97,95-100% (highest scores),0.042,11.21,160.26,220.01,2.754,12200.15,584.65,0,38.8,0.16,20,0.3,54.81,6.75,122.08,7.66,11.92,41.1,14.8,76.4,12.1,32.9,9.21,19.3,77.2,3.5,76.6,8.5,10.1,0.4,3.2,1.3,10,20,385349,138,Fresh Ambitions
06037575803,2837,Long Beach,-118.1937148,33.7789661,53.83,92,90-95%,0.042,11.21,158.53,220.01,2.759,11898.48,634.61,0,16.75,0.12,15,0,52.25,6.44,115.35,5.81,11.29,42.6,28.6,73.4,8.6,20.8,8.36,13.9,68.3,17.8,55.5,15.9,15.2,0.2,11,2.3,10,19,274701,88,NeWest Residents
06037575901,3454,Long Beach,-118.2023757,33.7726916,52.97,92,90-95%,0.042,11.21,208.4,220.01,1.479,11002.33,728.75,0.4,28.5,0.5,21,0.25,56.69,6.98,83.03,4.83,9.28,29.9,13.6,59.4,12.7,32.2,7.59,16.5,79.1,4.4,51.2,15.6,22.3,0.5,7.3,3.1,10,19,453801,105,Metro Fusion
06037575902,4762,Long Beach,-118.1952012,33.7723157,51.28,90,90-95%,0.042,11.21,208.4,220.01,1.7,10609.02,461.27,2.1,10.5,0.24,21,1.1,54.57,6.72,79.81,6.59,8.87,13.5,11.5,58.3,10.8,31,7.63,9.3,80.5,10.2,37.3,29.4,19.9,0.4,8.9,4.2,10,19,972666,191,Trendsetters
06037576001,4969,Long Beach,-118.1938633,33.7631159,43.36,81,80-85%,0.042,11.21,208.4,251.9,0,9179.63,699.76,7.25,14.75,0.72,11,11,59.95,7.38,83.08,6.97,9.29,4.6,5.9,21.8,4.4,20.8,5.87,4.1,85.4,10.5,18.4,48.3,13,0.4,15.4,4.6,9,17,1819486,257,Metro Renters
06037576200,6158,Long Beach,-118.1867636,33.7723836,48.56,87,85-90%,0.042,11.21,208.4,220.01,0.967,9832.28,481.95,3,6.3,0.3,5,5.5,53.9,6.64,73.7,7.53,8.09,27.6,8.1,66.9,5.6,33.7,7.31,11.8,80.2,8,46.5,24.4,19.8,0.7,5.7,2.9,9,18,1040430,234,Set to Impress
06037576301,4176,Long Beach,-118.1886964,33.7789685,53.26,92,90-95%,0.042,11.21,146.4,220.01,2.366,10441.3,638.29,0.5,6.85,0.16,15,1.1,53.67,6.61,122.65,5.24,11.97,25.5,13.5,62.5,10,28.7,8.06,14.3,77,8.7,51.2,14.7,19.7,0.2,11.6,2.6,10,19,526708,163,International Marketplace
06037576302,4101,Long Beach,-118.1828489,33.7789718,53.03,92,90-95%,0.042,11.21,150.68,220.01,0,9687.78,816.87,0.25,8,0.11,4,1.1,46.69,5.75,130.75,8.56,12.73,39.6,14.2,62.6,15.4,25.4,9.22,17.5,78.6,3.9,59.4,7.8,16.6,0.1,14.1,2.1,10,19,296793,116,Fresh Ambitions
06037576401,4779,Long Beach,-118.1785058,33.778974,49.89,89,85-90%,0.042,11.21,163.33,220.01,0,9305.19,895.51,0.25,8,0.07,4,1.1,45.93,5.66,101.72,6.7,10.02,48.8,17.9,82.1,9.8,39.7,8.82,18.2,77.2,4.6,67.7,5.9,10.7,0.2,13.9,1.7,9,18,283132,129,Fresh Ambitions
06037576402,5181,Long Beach,-118.1741618,33.7789756,49.47,88,85-90%,0.042,11.21,145.97,220.01,0,9028.41,1048.49,0.1,5,0.07,4,0,43.48,5.36,114.09,6.4,11.17,50.9,24.1,69.9,13.9,36.3,9.24,19.3,76.5,4.2,67.1,5.9,10,0.1,15.6,1.3,9,18,331189,150,Fresh Ambitions
06037576403,5033,Long Beach,-118.1698152,33.7789729,42.47,79,75-80%,0.042,11.21,18.81,220.01,0,8758.72,886.35,0,3,0.11,4,0,39.04,4.81,88.07,6.56,8.81,45.2,19.2,72.2,19,37.7,8.83,17.7,78.5,3.8,53.5,7.4,17.2,0.6,18.9,2.4,8,16,394057,143,NeWest Residents
06037576501,3369,Long Beach,-118.1787306,33.772239,36.94,72,70-75%,0.042,11.21,208.4,220.01,0,9479.85,669.67,2,3,0.05,5,5.5,47.71,5.88,77.98,4.38,8.64,22.3,8,48.5,7.8,28.3,6.29,13.4,78.4,8.2,46.4,27.5,17.1,0.3,5.5,3.2,8,15,420071,98,Trendsetters
06037576502,4543,Long Beach,-118.1740906,33.771918,37.21,72,70-75%,0.042,11.21,194.97,220.01,0,9393.38,742.01,0.25,0,0.02,5,2.75,43.05,5.3,73.31,5.93,8.04,14.6,4.5,58.2,15.9,25.3,7.02,12.4,83.3,4.3,45.7,26,17.5,0.5,6.4,3.9,8,15,580991,146,Metro Fusion
06037576503,4454,Long Beach,-118.1697407,33.7718291,20.21,39,35-40%,0.042,11.21,13.13,220.01,0,8893.23,709.45,0.1,0,0.01,5,0,32.82,4.04,45.3,5.21,5.43,17.1,4.6,52.4,5.7,30.7,5,12.6,78.5,8.9,46.9,27.6,14.7,0.4,7.5,2.9,4,8,588988,143,Young and Restless
06037576601,4399,Long Beach,-118.1799258,33.7665662,35.49,69,65-70%,0.042,11.21,208.4,252.97,0,9112.31,614.32,2,0,0.06,6,11,48.17,5.93,83.08,6.86,9.29,5.6,3.4,28,6.7,19.6,5.98,5.7,85.2,9.1,25.8,48.8,13.6,0.5,7.5,3.8,7,14,1106909,149,Trendsetters
06037576602,3995,Long Beach,-118.1714209,33.7631621,21.19,41,40-45%,0.042,11.21,81.21,255.06,0,8555.85,751.92,0.25,0,0,5,2.75,42.91,5.28,48.18,5.99,6.21,3,2.1,25.3,6.8,15.4,4.01,4.1,84.3,11.6,22.3,57.9,8.2,0.3,7.2,4.1,5,9,985531,134,Trendsetters
06037576700,4047,Long Beach,-118.1618264,33.7618269,8.83,11,10-15%,0.042,11.21,13.13,250.77,0,8655.36,997.27,0,0,0,5,0,34.32,4.23,23.23,3.97,5.9,4.1,1.3,26.6,6.2,10.7,2.09,6.9,80.2,12.9,19.4,64.7,5.6,0.4,6.3,3.7,2,3,969162,135,Trendsetters
06037576801,4325,Long Beach,-118.1642818,33.7715757,27.63,55,55-60%,0.042,11.21,13.13,220.01,0,8744.54,764.43,0,6,0.21,5,0,38.98,4.8,28.78,7.2,4.95,23.8,3.9,52.8,12.4,36.8,5.75,9.9,81.8,8.3,36.1,41.9,11,0.5,7.5,2.9,6,12,701757,147,Trendsetters
06037576802,3992,Long Beach,-118.1577274,33.7717856,19.72,38,35-40%,0.042,11.21,13.13,220.01,0,8529.35,1005.96,0,10.8,0.2,5,0,41.14,5.07,29.57,5.05,5.14,8.6,3,32.3,8.7,23.3,3.89,8.1,85,6.9,29.7,49.4,9.6,0.5,6.9,3.9,4,8,588142,121,Trendsetters
06037576901,6092,Long Beach,-118.164632,33.7791377,47.22,86,85-90%,0.042,11.21,18.45,220.01,0,8454.55,953.27,0,17.25,1.1,4,0,44.88,5.53,74.2,8.45,9.24,40.6,18.6,71.7,10.5,32,8.54,17.1,78.7,4.2,55.9,11,12.7,0.2,17.5,2.7,9,18,443164,194,International Marketplace
06037576903,3802,Long Beach,-118.1567668,33.7807787,40.16,76,75-80%,0.042,11.21,23.31,220.01,0,8088.67,1181.92,0,23,2.04,4,0,47.98,5.91,86.52,5.15,10.65,28.8,5.6,60.4,3.9,24.6,6.8,16.5,80.3,3.2,58.2,12.9,16.4,0.3,9.1,3,8,16,351894,119,Metro Fusion
06037576904,3288,Long Beach,-118.157318,33.7771513,36.52,71,70-75%,0.042,11.21,13.13,220.01,0,8414.1,1210.19,0,14.25,0.54,4,0,43.1,5.31,71.45,4.68,8.92,20.5,8.5,53.2,12.2,31.3,6.88,12,83.6,4.4,39.4,29.5,15.2,0.4,12.3,3.3,8,15,394513,105,Trendsetters
06037577000,6995,Long Beach,-118.1401379,33.776873,36.96,72,70-75%,0.042,11.21,18.49,220.01,0,8043.2,1076.78,2,25.25,1.1,9,0,50.05,6.17,70.28,5.92,8.79,11.5,1.6,29.5,9.2,23.7,5.99,8.6,84.8,6.6,27.1,44.6,13,0.3,10.4,4.7,8,15,1308055,227,Young and Restless
06037577100,6700,Long Beach,-118.1480649,33.7707927,13.11,20,20-25%,0.042,11.21,13.13,220.01,0,8398.65,1038.73,0,4.8,0.21,10,0,41.89,5.16,27.42,3.98,4.98,3.6,0.7,34.7,6.1,19.6,2.54,9.3,81.5,9.2,21.2,60.4,6.4,0.4,7.1,4.5,3,5,1449508,211,Trendsetters
06037577200,5414,Long Beach,-118.15344,33.7601259,12.83,20,15-20%,0.042,11.21,13.13,248.75,0,8676.56,883.99,0,6,0,10,0,38.23,4.71,28.26,2.96,7.63,3.8,2.9,15.9,7.6,17.4,2.72,5.8,83.5,10.7,17.5,68.6,3.9,0.4,6.4,3.3,2,4,1392126,181,Trendsetters
